timestamps,TP9,AF7,AF8,TP10,Right AUX
1718680523.534,0.000,-456.055,-78.613,-245.605,0.000
1718680523.538,0.000,284.668,234.863,-203.613,0.000
1718680523.542,0.000,805.664,269.043,140.625,0.000
1718680523.546,0.000,411.133,93.262,333.984,0.000
1718680523.549,0.000,472.168,181.152,78.613,0.000
1718680523.553,0.000,926.270,362.305,-282.715,0.000
1718680523.557,-105.957,912.598,336.914,-258.301,0.000
1718680523.561,54.199,837.891,334.473,90.820,0.000
1718680523.565,136.719,863.770,293.945,270.020,0.000
1718680523.569,58.594,891.113,288.574,105.469,0.000
1718680523.573,-129.395,958.008,381.836,-250.977,0.000
1718680523.577,-195.312,882.812,375.977,-303.711,0.000
1718680523.581,-49.805,888.672,363.281,53.223,0.000
1718680523.585,63.477,974.121,350.098,228.516,0.000
1718680523.589,38.574,955.078,295.410,98.145,0.000
1718680523.592,-114.746,581.543,245.117,-166.992,0.000
1718680523.596,-194.336,680.176,336.426,-259.277,0.000
1718680523.600,-51.270,999.512,378.418,4.395,0.000
1718680523.604,66.406,758.789,206.055,146.484,0.000
1718680523.608,42.969,499.023,139.648,80.078,0.000
1718680523.612,-110.352,725.098,238.281,-174.805,0.000
1718680523.616,-182.617,976.074,316.406,-292.480,0.000
1718680523.620,-23.438,722.168,175.293,-1.953,0.000
1718680523.624,75.684,106.934,-40.039,141.113,0.000
1718680523.628,43.945,-80.078,-30.762,75.195,0.000
1718680523.632,-84.473,213.379,128.906,-174.316,0.000
1718680523.635,-160.645,208.008,32.227,-320.801,0.000
1718680523.639,-56.641,-224.609,-78.613,-72.754,0.000
1718680523.643,34.180,193.359,106.445,52.734,0.000
1718680523.647,69.824,496.094,90.332,43.457,0.000
1718680523.651,-55.176,123.047,39.551,-160.156,0.000
1718680523.655,-202.148,173.340,125.977,-393.066,0.000
1718680523.659,-134.277,690.430,255.859,-218.262,0.000
1718680523.663,17.090,601.074,136.719,-3.906,0.000
1718680523.667,55.176,179.199,-29.297,-18.066,0.000
1718680523.671,-63.965,-53.711,-1.953,-225.586,0.000
1718680523.674,-155.273,220.703,179.688,-385.742,0.000
1718680523.678,-105.957,592.773,226.074,-244.141,0.000
1718680523.682,24.414,-255.371,-207.031,-17.090,0.000
1718680523.686,51.758,-479.980,-212.891,-16.113,0.000
1718680523.690,-62.500,367.188,158.203,-225.098,0.000
1718680523.694,-167.969,417.969,140.625,-398.926,0.000
1718680523.698,0.000,242.188,139.160,-295.898,0.000
1718680523.702,0.000,339.355,141.113,-89.355,0.000
1718680523.706,0.000,399.414,116.699,-59.082,0.000
1718680523.710,0.000,96.191,23.926,-203.125,0.000
1718680523.714,0.000,49.316,42.480,-424.316,0.000
1718680523.717,0.000,147.949,134.766,-359.863,0.000
1718680523.721,0.000,173.828,134.277,-86.914,0.000
1718680523.725,0.000,-118.164,-134.277,-53.711,0.000
1718680523.729,0.000,-659.668,-361.816,-190.430,0.000
1718680523.733,0.000,-28.809,51.758,-398.926,0.000
1718680523.737,0.000,529.785,247.070,-398.926,0.000
1718680523.741,0.000,-40.527,-11.719,-125.488,0.000
1718680523.745,-139.648,-611.816,-304.688,-80.078,0.000
1718680523.749,-11.719,-293.457,-172.852,-224.121,0.000
1718680523.753,35.645,-28.809,41.504,-426.758,0.000
1718680523.756,-57.617,-125.488,98.633,-481.445,0.000
1718680523.760,-190.430,-133.301,25.879,-240.723,0.000
1718680523.764,-181.641,-453.613,-279.297,-144.043,0.000
1718680523.768,-34.180,-686.523,-350.098,-216.797,0.000
1718680523.772,33.691,-816.895,-418.457,-452.148,0.000
1718680523.776,-33.203,-701.172,-240.234,-593.262,0.000
1718680523.780,-177.734,-152.832,61.035,-378.418,0.000
1718680523.784,-217.285,-364.746,-267.090,-275.879,0.000
1718680523.788,-48.340,-728.027,-424.316,-296.875,0.000
1718680523.792,20.020,-514.648,-268.066,-529.297,0.000
1718680523.796,-66.406,-208.984,-76.172,-673.828,0.000
1718680523.799,-196.777,-392.578,-169.434,-403.320,0.000
1718680523.803,-272.949,-721.191,-464.355,-261.230,0.000
1718680523.807,-165.039,-668.945,-462.402,-264.648,0.000
1718680523.811,-87.402,-799.805,-419.434,-422.852,0.000
1718680523.815,-109.375,-948.730,-498.535,-570.801,0.000
1718680523.819,-271.484,-888.672,-536.133,-373.535,0.000
1718680523.823,-394.043,-575.684,-385.254,-210.449,0.000
1718680523.827,-305.664,-444.824,-437.500,-195.801,0.000
1718680523.831,-216.309,-671.387,-429.688,-324.219,0.000
1718680523.835,-216.309,-560.059,-323.242,-449.707,0.000
1718680523.838,-261.719,-387.207,-317.383,-252.441,0.000
1718680523.842,-101.562,-527.344,-429.688,-42.480,0.000
1718680523.846,-45.410,-780.273,-563.965,-8.789,0.000
1718680523.850,-167.969,-711.914,-413.086,-173.828,0.000
1718680523.854,-276.855,-384.277,-280.762,-354.980,0.000
1718680523.858,-193.848,-459.961,-286.621,-192.871,0.000
1718680523.862,-18.555,-805.176,-500.000,63.477,0.000
1718680523.866,14.160,-904.785,-559.082,91.797,0.000
1718680523.870,-107.422,-472.656,-262.695,-91.309,0.000
1718680523.874,-200.684,-379.395,-168.457,-276.855,0.000
1718680523.878,-143.555,-451.660,-64.453,-181.152,0.000
1718680523.881,7.812,-308.105,-42.480,59.082,0.000
1718680523.885,0.000,-311.523,-218.262,117.188,0.000
1718680523.889,0.000,-510.254,-330.078,-23.438,0.000
1718680523.893,0.000,-538.574,-159.668,-246.094,0.000
1718680523.897,0.000,-78.125,129.395,-197.266,0.000
1718680523.901,0.000,192.871,170.410,60.547,0.000
1718680523.905,0.000,-334.473,-191.406,145.508,0.000
1718680523.909,0.000,-792.969,-377.930,24.902,0.000
1718680523.913,0.000,-78.125,124.512,-207.520,0.000
1718680523.917,0.000,379.883,277.832,-213.379,0.000
1718680523.920,0.000,51.758,53.711,44.922,0.000
1718680523.924,0.000,31.738,37.109,122.070,0.000
1718680523.928,0.000,438.965,199.219,33.691,0.000
1718680523.932,52.734,415.039,214.355,-175.293,0.000
1718680523.936,-35.645,369.141,289.551,-272.949,0.000
1718680523.940,-171.875,730.957,338.867,5.859,0.000
1718680523.944,-165.039,836.426,274.414,160.645,0.000
1718680523.948,-8.789,695.801,216.309,71.289,0.000
1718680523.952,62.988,318.848,179.199,-160.645,0.000
1718680523.956,2.930,436.035,270.508,-297.852,0.000
1718680523.960,-143.066,965.332,408.691,-48.828,0.000
1718680523.963,-169.434,939.453,306.152,115.723,0.000
1718680523.967,-36.621,458.984,179.199,75.684,0.000
1718680523.971,43.457,616.211,344.727,-169.434,0.000
1718680523.975,19.531,999.512,442.871,-350.098,0.000
1718680523.979,-117.676,928.223,396.973,-82.520,0.000
1718680523.983,-198.730,914.551,381.836,121.582,0.000
1718680523.987,-42.969,953.613,415.039,80.566,0.000
1718680523.991,66.895,964.355,452.148,-177.734,0.000
1718680523.995,30.762,958.496,454.590,-366.211,0.000
1718680523.999,-94.238,961.426,450.684,-158.203,0.000
1718680524.002,-195.312,937.500,416.016,69.336,0.000
1718680524.006,-85.938,999.512,450.684,75.195,0.000
1718680524.010,41.504,812.500,325.684,-140.625,0.000
1718680524.014,41.016,654.297,305.176,-354.004,0.000
1718680524.018,-96.680,948.242,506.836,-221.191,0.000
1718680524.022,-189.453,999.512,419.922,89.355,0.000
1718680524.026,-71.777,759.277,244.141,140.625,0.000
1718680524.030,42.969,735.840,248.535,-124.023,0.000
1718680524.034,28.320,846.680,300.781,-351.562,0.000
1718680524.038,-112.793,883.301,291.992,-228.516,0.000
1718680524.041,-223.633,754.395,215.332,62.988,0.000
1718680524.045,-136.230,247.559,50.293,136.230,0.000
1718680524.049,-9.277,201.172,62.500,-65.430,0.000
1718680524.053,13.184,486.328,156.738,-297.852,0.000
1718680524.057,-87.402,-158.203,-113.281,-205.078,0.000
1718680524.061,-208.496,-392.090,-194.336,97.168,0.000
1718680524.065,-145.996,167.480,16.602,161.133,0.000
1718680524.069,48.828,-97.656,-175.293,38.574,0.000
1718680524.073,-66.406,-272.461,-167.969,-172.363,0.000
1718680524.077,-139.160,23.438,78.613,-204.590,0.000
1718680524.081,15.137,104.980,11.719,86.914,0.000
1718680524.084,109.375,-353.027,-331.543,204.590,0.000
1718680524.088,20.020,-716.309,-468.750,53.223,0.000
1718680524.092,-114.746,-650.879,-344.238,-161.133,0.000
1718680524.096,-120.605,-481.934,-234.375,-158.691,0.000
1718680524.100,29.297,-594.727,-354.492,121.582,0.000
1718680524.104,106.445,-841.797,-503.906,203.613,0.000
1718680524.108,56.641,-387.695,-257.812,123.535,0.000
1718680524.112,-50.293,-37.598,-41.504,-67.383,0.000
1718680524.116,-93.750,-138.184,22.949,-149.414,0.000
1718680524.120,0.000,-318.848,0.000,129.395,0.000
1718680524.124,0.000,-283.203,0.000,250.488,0.000
1718680524.127,0.000,-163.086,0.000,197.754,0.000
1718680524.131,0.000,-213.867,0.000,-2.930,0.000
1718680524.135,0.000,-17.578,0.000,-163.574,0.000
1718680524.139,0.000,17.090,0.000,93.262,0.000
1718680524.143,0.000,-160.156,0.000,271.484,0.000
1718680524.147,0.000,-650.391,0.000,259.766,0.000
1718680524.151,0.000,-727.051,0.000,33.691,0.000
1718680524.155,0.000,247.559,0.000,-197.266,0.000
1718680524.159,0.000,563.965,0.000,28.320,0.000
1718680524.163,0.000,217.773,0.000,219.238,0.000
1718680524.166,123.535,178.711,117.676,172.363,0.000
1718680524.170,-10.742,437.012,216.309,-19.531,0.000
1718680524.174,-125.488,444.336,244.629,-151.855,0.000
1718680524.178,-71.289,533.203,310.547,12.207,0.000
1718680524.182,54.688,696.289,267.090,213.867,0.000
1718680524.186,119.141,372.070,145.020,231.445,0.000
1718680524.190,-5.371,49.316,78.613,-8.301,0.000
1718680524.194,-154.297,-114.746,136.719,-192.383,0.000
1718680524.198,-120.605,577.148,359.863,-66.406,0.000
1718680524.202,9.766,993.652,317.383,157.715,0.000
1718680524.206,64.941,351.074,61.035,229.492,0.000
1718680524.209,-35.156,51.270,57.129,46.387,0.000
1718680524.213,-177.246,370.117,229.004,-186.035,0.000
1718680524.217,-141.113,429.688,195.312,-98.633,0.000
1718680524.221,16.113,315.430,168.945,126.953,0.000
1718680524.225,70.312,304.688,123.047,185.547,0.000
1718680524.229,16.602,417.480,87.402,70.312,0.000
1718680524.233,-107.910,241.699,106.934,-135.742,0.000
1718680524.237,-151.855,70.312,170.410,-132.812,0.000
1718680524.241,-14.648,315.430,171.387,105.469,0.000
1718680524.245,69.824,443.359,119.141,194.336,0.000
1718680524.249,24.414,375.488,83.008,99.609,0.000
1718680524.252,-98.633,-268.066,-125.977,-84.473,0.000
1718680524.256,-155.273,-55.664,63.965,-150.391,0.000
1718680524.260,-36.133,812.012,0.000,69.336,0.000
1718680524.264,32.715,385.254,0.000,172.363,0.000
1718680524.268,-8.301,7.324,0.000,88.379,0.000
1718680524.272,-159.180,415.039,0.000,-157.227,0.000
1718680524.276,-220.703,821.289,0.000,-237.793,0.000
1718680524.280,-73.730,463.379,0.000,59.082,0.000
1718680524.284,18.066,-85.449,0.000,195.801,0.000
1718680524.288,4.883,342.773,0.000,125.000,0.000
1718680524.291,-135.742,701.172,0.000,-125.488,0.000
1718680524.295,-235.840,464.355,0.000,-275.879,0.000
1718680524.299,-115.234,485.840,0.000,-17.578,0.000
1718680524.303,-6.836,786.621,0.000,168.945,0.000
1718680524.307,-0.977,476.074,132.812,151.367,0.000
1718680524.311,-141.113,186.523,154.297,-115.723,0.000
1718680524.315,-258.789,520.996,277.344,-323.242,0.000
1718680524.319,-160.645,875.977,312.988,-104.004,0.000
1718680524.323,-25.391,792.969,219.727,130.859,0.000
1718680524.327,-13.184,403.809,151.367,166.992,0.000
1718680524.331,-148.926,199.219,152.832,-109.863,0.000
1718680524.334,-250.000,401.367,233.398,-367.188,0.000
1718680524.338,-152.832,768.555,317.383,-136.230,0.000
1718680524.342,5.371,112.793,-1.953,197.754,0.000
1718680524.346,-1.465,-87.402,13.184,210.449,0.000
1718680524.350,-127.930,694.336,292.480,-100.586,0.000
1718680524.354,-203.613,628.906,231.445,-329.102,0.000
1718680524.358,-152.344,525.879,263.184,-170.410,0.000
1718680524.362,-19.531,692.871,309.570,142.578,0.000
1718680524.366,46.387,732.910,271.484,239.746,0.000
1718680524.370,-56.641,495.605,183.594,-31.738,0.000
1718680524.374,-187.012,127.441,164.551,-315.430,0.000
1718680524.377,-160.645,334.961,259.277,-244.629,0.000
1718680524.381,6.348,667.480,298.340,124.512,0.000
1718680524.385,83.008,26.367,-21.484,319.824,0.000
1718680524.389,-9.277,-499.512,-93.262,88.867,0.000
1718680524.393,-144.531,217.285,286.133,-255.859,0.000
1718680524.397,-114.746,682.129,316.895,-229.004,0.000
1718680524.401,0.000,313.965,185.059,168.457,0.000
1718680524.405,0.000,117.188,157.715,349.121,0.000
1718680524.409,0.000,378.906,218.750,142.578,0.000
1718680524.413,0.000,403.320,231.934,-229.004,0.000
1718680524.417,0.000,230.469,248.535,-242.188,0.000
1718680524.420,0.000,144.043,233.398,217.285,0.000
1718680524.424,0.000,276.855,228.027,412.109,0.000
1718680524.428,0.000,562.012,290.527,254.883,0.000
1718680524.432,0.000,-104.004,109.863,-125.977,0.000
1718680524.436,0.000,-73.730,192.871,-259.766,0.000
1718680524.440,0.000,781.738,365.723,145.996,0.000
1718680524.444,0.000,484.375,243.652,397.949,0.000
1718680524.448,48.340,371.582,259.277,329.590,0.000
1718680524.452,-97.656,697.266,348.633,-79.102,0.000
1718680524.456,-166.504,943.848,425.781,-300.293,0.000
1718680524.460,-22.461,836.914,384.277,106.934,0.000
1718680524.463,90.820,640.137,296.387,427.734,0.000
1718680524.467,65.430,504.395,259.277,399.902,0.000
1718680524.471,-86.914,609.863,334.473,-41.992,0.000
1718680524.475,-178.711,541.504,271.973,-330.566,0.000
1718680524.479,-63.965,119.629,233.887,36.621,0.000
1718680524.483,53.711,648.926,372.070,388.184,0.000
1718680524.487,88.379,935.059,340.820,448.730,0.000
1718680524.491,-29.297,524.414,243.164,74.219,0.000
1718680524.495,0.000,311.523,239.746,-292.480,0.000
1718680524.499,0.000,512.207,315.918,-31.250,0.000
1718680524.502,0.000,467.773,228.516,368.164,0.000
1718680524.506,0.000,328.613,227.539,452.148,0.000
1718680524.510,0.000,426.758,240.723,47.852,0.000
1718680524.514,0.000,263.672,157.715,-341.309,0.000
1718680524.518,0.000,337.402,250.000,-131.836,0.000
1718680524.522,0.000,-123.535,-6.836,341.309,0.000
1718680524.526,0.000,-274.902,-64.453,491.699,0.000
1718680524.530,0.000,470.703,222.656,74.707,0.000
1718680524.534,0.000,316.406,140.137,-390.137,0.000
1718680524.538,0.000,219.238,159.180,-291.016,0.000
1718680524.542,33.203,340.332,0.000,185.059,0.000
1718680524.545,110.840,415.527,0.000,412.598,0.000
1718680524.549,40.527,280.273,0.000,93.750,0.000
1718680524.553,-66.895,43.945,0.000,-365.234,0.000
1718680524.557,-89.844,190.430,0.000,-403.809,0.000
1718680524.561,23.926,201.172,0.000,49.805,0.000
1718680524.565,134.766,-103.027,0.000,362.305,0.000
1718680524.569,55.176,-557.617,0.000,106.445,0.000
1718680524.573,-137.207,-126.953,0.000,-433.105,0.000
1718680524.577,-155.273,329.590,0.000,-542.969,0.000
1718680524.581,33.691,98.633,0.000,6.348,0.000
1718680524.584,162.598,67.871,0.000,343.750,0.000
1718680524.588,124.023,99.609,50.293,141.113,0.000
1718680524.592,-48.340,-211.426,-60.547,-379.883,0.000
1718680524.596,-139.160,-300.293,-123.047,-599.121,0.000
1718680524.600,32.715,63.477,41.016,-112.793,0.000
1718680524.604,193.848,242.188,59.570,307.129,0.000
1718680524.608,168.945,-51.758,-32.715,229.980,0.000
1718680524.612,4.395,-635.742,-333.496,-304.688,0.000
1718680524.616,-106.934,-708.984,-314.453,-617.188,0.000
1718680524.620,44.922,3.906,101.074,-163.086,0.000
1718680524.624,216.309,118.164,-1.953,295.898,0.000
1718680524.627,210.449,-45.410,-41.504,257.812,0.000
1718680524.631,24.414,41.504,56.152,-296.875,0.000
1718680524.635,-158.691,119.629,48.828,-698.242,0.000
1718680524.639,-62.500,66.895,41.504,-292.480,0.000
1718680524.643,133.301,-71.777,-51.758,219.727,0.000
1718680524.647,179.688,82.520,8.301,287.109,0.000
1718680524.651,2.930,102.539,17.578,-213.867,0.000
1718680524.655,-152.832,-445.312,-327.148,-633.789,0.000
1718680524.659,-75.195,-684.082,-402.344,-322.754,0.000
1718680524.663,83.984,-109.863,-58.594,173.828,0.000
1718680524.667,142.090,123.047,2.441,291.992,0.000
1718680524.670,30.273,-335.449,-212.402,-155.273,0.000
1718680524.674,-124.512,-665.527,-395.996,-620.117,0.000
1718680524.678,-109.375,-215.820,-120.117,-427.734,0.000
1718680524.682,0.000,-117.676,-70.312,175.293,0.000
1718680524.686,0.000,-418.457,-255.859,414.551,0.000
1718680524.690,0.000,-261.230,-111.816,-68.848,0.000
1718680524.694,0.000,-37.109,-40.527,-605.469,0.000
1718680524.698,0.000,-32.715,-29.785,-473.145,0.000
1718680524.702,0.000,-372.559,-180.664,129.883,0.000
1718680524.706,0.000,-412.109,-277.832,419.434,0.000
1718680524.710,0.000,-51.758,-66.406,35.156,0.000
1718680524.713,0.000,-82.031,-26.855,-509.766,0.000
1718680524.717,0.000,-556.152,-226.562,-495.117,0.000
1718680524.721,0.000,-355.957,-46.875,105.469,0.000
1718680524.725,0.000,249.023,129.395,441.895,0.000
1718680524.729,95.703,37.109,-52.734,100.586,0.000
1718680524.733,183.105,-402.832,-221.191,-456.543,0.000
1718680524.737,15.137,-221.680,-39.062,-521.484,0.000
1718680524.741,-167.969,208.008,148.438,66.895,0.000
1718680524.745,-134.277,36.621,4.883,471.191,0.000
1718680524.749,70.801,-422.363,-213.379,234.375,0.000
1718680524.752,156.738,-458.496,-205.078,-388.184,0.000
1718680524.756,37.598,-15.625,41.504,-587.402,0.000
1718680524.760,-138.184,-112.305,-34.668,22.949,0.000
1718680524.764,-158.203,-633.301,-252.930,448.242,0.000
1718680524.768,16.113,-155.273,39.551,232.422,0.000
1718680524.772,123.047,92.773,92.285,-365.234,0.000
1718680524.776,-247.070,-382.324,-146.973,-614.746,0.000
1718680524.780,-68.359,-284.180,-58.105,-38.086,0.000
1718680524.784,99.609,135.742,86.914,414.551,0.000
1718680524.788,63.965,76.172,32.227,310.547,0.000
1718680524.792,-135.742,-381.836,-145.508,-297.363,0.000
1718680524.795,-244.629,-692.871,-302.246,-677.246,0.000
1718680524.799,-80.078,-453.125,-200.195,-173.340,0.000
1718680524.803,47.852,-149.902,-43.457,341.309,0.000
1718680524.807,59.082,-584.473,-272.949,371.094,0.000
1718680524.811,-94.238,-785.156,-407.227,-203.125,0.000
1718680524.815,-263.184,-213.379,-120.605,-677.246,0.000
1718680524.819,-158.691,-122.559,-20.996,-255.859,0.000
1718680524.823,0.000,-261.719,-37.598,309.570,0.000
1718680524.827,0.000,-120.117,25.391,395.996,0.000
1718680524.831,0.000,-23.926,27.832,-157.227,0.000
1718680524.835,0.000,-312.500,-114.746,-648.438,0.000
1718680524.838,0.000,-433.594,-156.738,-328.613,0.000
1718680524.842,0.000,-323.242,-36.133,287.109,0.000
1718680524.846,0.000,-412.598,-121.094,447.266,0.000
1718680524.850,0.000,-690.918,-414.062,-92.285,0.000
1718680524.854,0.000,-867.676,-476.074,-594.727,0.000
1718680524.858,0.000,-303.223,-48.828,-375.000,0.000
1718680524.862,0.000,91.309,95.215,248.047,0.000
1718680524.866,0.000,-209.473,-94.238,486.816,0.000
1718680524.870,-20.508,-580.566,-300.781,-6.836,0.000
1718680524.874,-223.633,-485.352,-288.574,-562.988,0.000
1718680524.877,-216.309,-205.078,-45.898,-465.332,0.000
1718680524.881,15.137,-275.879,-68.848,208.984,0.000
1718680524.885,115.723,-295.410,-211.426,531.250,0.000
1718680524.889,-14.648,-435.547,-297.363,77.637,0.000
1718680524.893,-215.332,-724.121,-357.422,-506.348,0.000
1718680524.897,-222.168,-927.734,-470.215,-483.398,0.000
1718680524.901,0.000,-690.918,-338.379,169.922,0.000
1718680524.905,112.305,-111.328,17.090,518.555,0.000
1718680524.909,10.742,-371.582,-190.430,192.383,0.000
1718680524.913,-187.988,-763.672,-395.508,-420.898,0.000
1718680524.917,-235.352,-516.113,-289.551,-546.387,0.000
1718680524.920,-43.457,-143.555,-160.156,84.473,0.000
1718680524.924,101.562,-350.098,-271.484,501.953,0.000
1718680524.928,35.156,-641.602,-414.551,251.953,0.000
1718680524.932,-175.781,-545.410,-363.281,-378.418,0.000
1718680524.936,-239.258,-686.035,-365.234,-573.242,0.000
1718680524.940,-15.137,-856.934,-430.664,68.848,0.000
1718680524.944,140.137,-934.570,-497.070,522.949,0.000
1718680524.948,65.918,-577.148,-309.570,313.965,0.000
1718680524.952,-145.996,-390.137,-328.125,-325.195,0.000
1718680524.956,-267.090,-682.129,-375.977,-613.281,0.000
1718680524.959,-83.008,-551.758,-271.973,-52.246,0.000
1718680524.963,0.000,-480.469,0.000,405.273,0.000
1718680524.967,0.000,-819.336,0.000,318.848,0.000
1718680524.971,0.000,-930.176,0.000,-229.492,0.000
1718680524.975,0.000,-704.590,0.000,-595.215,0.000
1718680524.979,0.000,-444.336,0.000,-162.598,0.000
1718680524.983,0.000,-612.793,0.000,362.305,0.000
1718680524.987,0.000,-916.504,0.000,414.062,0.000
1718680524.991,0.000,-904.785,0.000,-176.270,0.000
1718680524.995,0.000,-528.809,0.000,-612.305,0.000
1718680524.999,0.000,-486.328,0.000,-206.055,0.000
1718680525.002,0.000,-673.340,0.000,303.711,0.000
1718680525.006,0.000,-524.902,0.000,359.863,0.000
1718680525.010,-94.727,-447.266,-379.395,-127.441,0.000
1718680525.014,-219.727,-698.242,-441.406,-529.785,0.000
1718680525.018,-134.766,-776.855,-424.805,-252.930,0.000
1718680525.022,37.109,-491.699,-346.680,260.254,0.000
1718680525.026,77.637,-687.500,-413.574,378.906,0.000
1718680525.030,-72.754,-986.328,-604.004,-82.031,0.000
1718680525.034,-225.098,-986.816,-682.129,-540.039,0.000
1718680525.038,-198.242,-754.883,-388.184,-393.555,0.000
1718680525.042,10.254,-468.262,-345.215,181.152,0.000
1718680525.045,114.746,-692.383,-461.426,405.762,0.000
1718680525.049,-45.410,-876.465,-474.121,-28.320,0.000
1718680525.053,-212.402,-644.531,-403.320,-492.676,0.000
1718680525.057,-174.805,-728.027,-404.785,-382.812,0.000
1718680525.061,1.953,-903.320,-441.406,142.578,0.000
1718680525.065,73.242,-690.430,-393.555,361.328,0.000
1718680525.069,-58.105,-481.934,-382.324,23.438,0.000
1718680525.073,-223.145,-536.133,-418.945,-438.477,0.000
1718680525.077,-235.352,-836.426,-459.473,-440.918,0.000
1718680525.081,-80.078,-770.020,-401.855,58.105,0.000
1718680525.085,12.695,-619.629,-378.418,335.449,0.000
1718680525.088,-43.945,-693.359,-426.758,110.352,0.000
1718680525.092,-211.426,-837.891,-500.977,-378.906,0.000
1718680525.096,-286.621,-719.727,-370.117,-519.531,0.000
1718680525.100,-130.859,-308.594,-283.203,-42.480,0.000
1718680525.104,0.000,-425.293,0.000,250.488,0.000
1718680525.108,0.000,-657.715,0.000,102.051,0.000
1718680525.112,0.000,-466.797,0.000,-405.762,0.000
1718680525.116,0.000,-202.637,0.000,-625.488,0.000
1718680525.120,0.000,-173.828,0.000,-124.512,0.000
1718680525.124,0.000,-470.703,0.000,191.895,0.000
1718680525.128,0.000,-328.125,0.000,72.754,0.000
1718680525.131,0.000,192.871,0.000,-399.902,0.000
1718680525.135,0.000,92.285,0.000,-624.023,0.000
1718680525.139,0.000,-243.652,0.000,-216.797,0.000
1718680525.143,0.000,304.688,0.000,75.195,0.000
1718680525.147,0.000,860.840,0.000,48.828,0.000
1718680525.151,-308.105,801.270,225.098,-321.289,0.000
1718680525.155,-454.590,796.387,336.914,-636.230,0.000
1718680525.159,-336.914,985.352,484.863,-325.684,0.000
1718680525.163,-188.477,956.543,459.473,57.129,0.000
1718680525.167,-175.293,955.078,431.152,78.613,0.000
1718680525.170,-295.410,958.008,417.969,-272.949,0.000
1718680525.174,-403.809,932.129,415.039,-575.684,0.000
1718680525.178,-312.500,999.512,496.582,-335.449,0.000
1718680525.182,-151.367,613.281,307.129,87.891,0.000
1718680525.186,-123.535,541.992,269.043,173.828,0.000
1718680525.190,-252.441,999.512,447.266,-190.918,0.000
1718680525.194,-320.801,937.988,375.977,-466.797,0.000
1718680525.198,-237.793,904.297,367.676,-262.695,0.000
1718680525.202,-109.863,890.625,360.352,106.934,0.000
1718680525.206,-48.340,953.613,346.680,228.516,0.000
1718680525.210,-123.535,711.914,252.441,-42.480,0.000
1718680525.213,-208.008,369.629,216.797,-335.449,0.000
1718680525.217,-148.926,351.074,257.812,-221.680,0.000
1718680525.221,-19.531,259.277,205.078,135.254,0.000
1718680525.225,49.805,-131.348,-32.227,279.785,0.000
1718680525.229,-20.020,-644.531,-239.258,70.312,0.000
1718680525.233,-135.254,-158.203,64.453,-241.211,0.000
1718680525.237,-85.449,391.602,206.055,-172.363,0.000
1718680525.241,34.668,291.992,36.621,161.621,0.000
1718680525.245,49.805,77.637,-193.359,254.883,0.000
1718680525.249,14.648,348.633,-147.461,102.539,0.000
1718680525.253,-91.797,830.078,80.566,-166.016,0.000
1718680525.256,-107.422,898.438,41.504,-173.340,0.000
1718680525.260,36.133,902.832,0.488,156.738,0.000
1718680525.264,86.426,871.582,-193.848,271.973,0.000
1718680525.268,54.199,930.664,-330.078,171.875,0.000
1718680525.272,-46.387,711.914,-436.523,-78.613,0.000
1718680525.276,-90.332,676.270,-301.270,-175.293,0.000
1718680525.280,30.762,999.512,60.547,106.445,0.000
1718680525.284,102.051,954.590,-205.078,259.766,0.000
1718680525.288,75.195,942.871,-393.066,191.895,0.000
1718680525.292,-35.156,962.402,-293.945,-72.754,0.000
1718680525.296,-117.188,966.797,-91.309,-230.957,0.000
1718680525.299,-5.859,963.379,-168.457,50.293,0.000
1718680525.303,86.914,965.332,-465.820,230.469,0.000
1718680525.307,55.176,964.844,-475.098,163.574,0.000
1718680525.311,-35.156,964.844,-448.730,-84.961,0.000
1718680525.315,-83.008,964.355,-529.297,-250.977,0.000
1718680525.319,-23.926,964.355,-599.609,-25.391,0.000
1718680525.323,37.109,964.844,-447.754,130.371,0.000
1718680525.327,44.434,964.844,-450.684,96.680,0.000
1718680525.331,-62.012,964.844,-435.059,-142.090,0.000
1718680525.335,-120.605,964.844,-365.234,-327.148,0.000
1718680525.338,-19.531,964.844,-366.699,-84.961,0.000
1718680525.342,69.824,964.844,-430.664,144.531,0.000
1718680525.346,64.453,964.844,-481.934,134.277,0.000
1718680525.350,-31.738,964.844,-384.277,-87.891,0.000
1718680525.354,-106.934,964.844,-310.059,-317.871,0.000
1718680525.358,-55.176,964.844,-292.480,-149.902,0.000
1718680525.362,58.594,964.844,-507.324,154.785,0.000
1718680525.366,77.637,964.844,-543.945,196.777,0.000
1718680525.370,-19.043,964.844,-219.238,-43.457,0.000
1718680525.374,-115.234,964.355,-128.906,-294.434,0.000
1718680525.378,-71.777,964.844,-47.363,-186.523,0.000
1718680525.381,60.547,964.844,8.789,143.555,0.000
1718680525.385,97.168,964.844,0.000,250.977,0.000
1718680525.389,15.137,964.844,0.000,29.297,0.000
1718680525.393,-100.098,964.844,0.000,-265.625,0.000
1718680525.397,-88.379,964.844,0.000,-207.031,0.000
1718680525.401,49.805,964.844,0.000,146.973,0.000
1718680525.405,112.793,964.844,0.000,293.457,0.000
1718680525.409,42.969,964.844,0.000,112.793,0.000
1718680525.413,-79.102,964.844,0.000,-206.543,0.000
1718680525.417,-83.008,964.844,0.000,-209.961,0.000
